IMDB_ID,DVD,Ext,Fmt,Resolution,FPS,Size,Time,Sub,Jellyfin,Sized,Modified,Title,Original_Title,Watched,Rating,Certification,Filename,FullPath
273108,1,.m4v,H264,362p,23.98,4.38,02:17,Text,DIRECT,NO,2020-09-01 11:22,"Beautiful Country, The (2004)",The Beautiful Country,2018-11-12,7.5,R,The Beautiful Country (2004).m4v,/media/daveg/Lib/Movies/The Beautiful Country (2004).m4v
848228,1,.m4v,H264,480p,23.98,4.38,02:23,Text,DIRECT,NO,2020-08-30 16:06,"Avengers, The (2012)",The Avengers,,9.0,TV-14::(LV),The Avengers (2012).m4v,/media/daveg/Lib/Movies/The Avengers (2012).m4v
327137,1,.m4v,H264,462p,120,4.38,01:51,Bitmap,TRANSCODE,NO,2020-10-07 19:54,Secondhand Lions (2003),Secondhand Lions,2020-05-01,9.5,PG,Secondhand Lions (2003).m4v,/media/daveg/Lib/Movies/Secondhand Lions (2003).m4v
395169,1,.m4v,H264,368p,120,4.38,02:01,Text,DIRECT,NO,2020-09-21 05:26,Hotel Rwanda (2005),Hotel Rwanda,,10.0,PG-13,Hotel Rwanda (2005).m4v,/media/daveg/Lib/Movies/Hotel Rwanda (2005).m4v
36342,1,.m4v,H264,480p,120,4.38,01:48,Bitmap,TRANSCODE,NO,2020-10-08 07:00,Shadow of a Doubt (1943),Shadow of a Doubt,,8.0,Passed::(National Board of Review),Shadow of a Doubt (1943).m4v,/media/daveg/Lib/Movies/Shadow of a Doubt (1943).m4v
42192,1,.m4v,H264,480p,23.98,4.38,02:18,Text,DIRECT,NO,2021-09-15 16:47,All About Eve (1950),All About Eve,,8.2,Passed::(National Board of Review),All About Eve (1950).m4v,/media/daveg/Lib/Movies/All About Eve (1950).m4v
985699,1,.m4v,H264,464p,23.98,4.38,02:01,Text,DIRECT,NO,2020-10-14 04:46,Valkyrie (2008),Valkyrie,,8.0,PG-13,Valkyrie (2008).m4v,/media/daveg/Lib/Movies/Valkyrie (2008).m4v
443680,1,.m4v,H264,360p,23.98,4.38,02:40,Bitmap,TRANSCODE,NO,2020-08-31 04:42,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",The Assassination of Jesse James by the Coward Robert Ford,2015-06-17,8.0,R,The Assassination of Jesse James by the Coward Robert Ford (2007).m4v,/media/daveg/Lib/Movies/The Assassination of Jesse James by the Coward Robert Ford (2007).m4v
964517,1,.m4v,H264,356p,23.98,4.37,01:56,Text,DIRECT,NO,2020-09-15 15:33,"Fighter, The (2010)",The Fighter,,8.0,"TV-14::(DLSV, TV Rating.)",The Fighter (2010).m4v,/media/daveg/Lib/Movies/The Fighter (2010).m4v
796366,1,.m4v,H264,360p,120,4.37,02:07,Text,DIRECT,NO,2020-10-11 12:56,Star Trek (2009),Star Trek,,10.0,PG-13,Star Trek (2009).m4v,/media/daveg/Lib/Movies/Star Trek (2009).m4v
113189,1,.m4v,H264,362p,29.97,4.37,02:10,Text,DIRECT,NO,2020-09-13 14:59,GoldenEye (1995),GoldenEye,,8.0,"TV-14::(LSV, TV Rating.)",Goldeneye (1995).m4v,/media/daveg/Lib/Movies/James Bond 007/Goldeneye (1995).m4v
1048171,1,.m4v,H264,472p,23.98,4.37,02:05,Bitmap,TRANSCODE,NO,2020-10-07 23:20,Seraphine (2008),Seraphine,,8.0,Unrated,Seraphine (2008).m4v,/media/daveg/Lib/Movies/Seraphine (2008).m4v
46912,1,.m4v,H264,480p,23.98,4.37,01:45,Text,DIRECT,NO,2020-09-12 11:56,Dial M for Murder (1954),Dial M for Murder,,8.0,PG,Dial M for Murder (1954).m4v,/media/daveg/Lib/Movies/Dial M for Murder (1954).m4v
1258197,1,.m4v,H264,368p,23.98,4.36,01:41,Bitmap,TRANSCODE,NO,2020-09-14 19:33,Exam (2009),Exam,2017-08-07,8.0,Not Rated,Exam (2009).m4v,/media/daveg/Lib/Movies/Exam (2009).m4v
8969332,1,.m4v,H264,360p,23.98,4.35,01:31,Bitmap,TRANSCODE,NO,2020-09-02 09:00,"Biggest Little Farm, The (2018)",The Biggest Little Farm,2022-06-08,9.0,PG,The Biggest Little Farm (2018).m4v,/media/daveg/Lib/Movies/The Biggest Little Farm (2018).m4v
2771200,1,.m4v,H264,360p,23.98,4.35,02:09,Text,DIRECT,NO,2020-09-01 12:55,Beauty and the Beast (2017),Beauty and the Beast,2017-09-22,7.5,TV-PG::(TV Rating),Beauty and the Beast (2017).m4v,/media/daveg/Lib/Movies/Beauty and the Beast (2017).m4v
1205489,1,.m4v,H264,360p,47.95,4.35,01:56,Bitmap,TRANSCODE,NO,2020-09-19 08:11,Gran Torino (2008),Gran Torino,2019-06-07,10.0,R,Gran Torino (2008).m4v,/media/daveg/Lib/Movies/Gran Torino (2008).m4v
143145,1,.m4v,H264,370p,23.98,4.35,02:08,Text,DIRECT,NO,2020-12-08 19:44,"World Is Not Enough, The (1999)",The World Is Not Enough,2020-12-15,8.0,PG-13,The World is Not Enough (1999).m4v,/media/daveg/Lib/Movies/The World is Not Enough (1999).m4v
1235189,1,.m4v,H264,366p,23.98,4.35,01:38,Text,DIRECT,NO,2020-10-14 23:08,Wild Target (2010),Wild Target,,8.0,PG-13,Wild Target (2010).m4v,/media/daveg/Lib/Movies/Wild Target (2010).m4v
3183660,1,.m4v,H264,360p,23.98,4.34,02:12,Bitmap,TRANSCODE,NO,2020-09-15 07:53,Fantastic Beasts and Where to Find Them (2016),Fantastic Beasts and Where to Find Them,2019-01-04,7.5,TV-PG::(TV rating),Fantastic Beasts and Where to Find Them (2016).m4v,/media/daveg/Lib/Movies/Fantastic Beasts and Where to Find Them (2016).m4v
1800241,1,.m4v,H264,360p,23.98,4.34,02:18,Bitmap,TRANSCODE,NO,2020-08-29 20:46,American Hustle (2013),American Hustle,2023-11-14,8.0,"TV-14::(DLSV, TV Rating.)",American Hustle (2013).m4v,/media/daveg/Lib/Movies/American Hustle (2013).m4v
317919,1,.m4v,H264,370p,23.98,4.34,02:06,Text,DIRECT,NO,2020-10-01 14:02,Mission: Impossible III (2006),Mission: Impossible III,2021-03-11,10.0,PG-13,Mission- Impossible III (2006).m4v,/media/daveg/Lib/Movies/Mission- Impossible III (2006).m4v
8884430,1,.m4v,H264,480p,23.98,4.33,01:22,Bitmap,TRANSCODE,NO,2020-10-17 16:11,Echo in the Canyon (2018),Echo in the Canyon,2020-10-17,9.0,PG-13,Echo in the Canyon (2018).m4v,/media/daveg/Lib/Movies/Echo in the Canyon (2018).m4v
105112,1,.m4v,H264,280p,23.98,4.32,01:57,Text,DIRECT,NO,2020-10-05 05:43,Patriot Games (1992),Patriot Games,,8.0,R,Patriot Games (1992).m4v,/media/daveg/Lib/Movies/Patriot Games (1992).m4v
2097298,1,.m4v,H264,356p,23.98,4.32,02:09,Text,DIRECT,NO,2020-09-30 14:59,"McFarland, USA (2015)","McFarland, USA",,8.0,PG,"McFarland, USA (2015).m4v","/media/daveg/Lib/Movies/McFarland, USA (2015).m4v"
3532216,1,.m4v,H264,460p,23.98,4.32,01:55,Bitmap,TRANSCODE,NO,2020-08-29 20:58,American Made (2017),American Made,2020-01-31,7.5,R,American Made (2017).m4v,/media/daveg/Lib/Movies/American Made (2017).m4v
60165,1,.m4v,H264,480p,23.98,4.31,01:35,Bitmap,TRANSCODE,NO,2020-09-02 06:40,"Big Hand for the Little Lady, A (1966)",A Big Hand for the Little Lady,2020-10-12,8.0,TV-PG::(TV Rating),A Big Hand for the Little Lady (1966).m4v,/media/daveg/Lib/Movies/A Big Hand for the Little Lady (1966).m4v
46187,1,.m4v,H264,480p,29.97,4.31,01:20,Bitmap,TRANSCODE,NO,2020-10-05 10:39,Pickup on South Street (1953),Pickup on South Street,2016-04-18,8.5,Passed::(National Board of Review),Pickup on South Street (1953).m4v,/media/daveg/Lib/Movies/Pickup on South Street (1953).m4v
415965,1,.m4v,H264,460p,29.97,4.30,01:46,Text,DIRECT,NO,2020-09-30 09:52,Martian Child (2007),Martian Child,,8.0,PG,Martian Child (2007).m4v,/media/daveg/Lib/Movies/Martian Child (2007).m4v
4633694,1,.m4v,H264,364p,23.98,4.30,01:57,Bitmap,TRANSCODE,NO,2020-10-09 05:18,Spider-Man: Into the Spider-Verse (2018),Spider-Man: Into the Spider-Verse,2020-08-20,8.5,TV-PG::(LV),Spider-Man- Into the Spider-Verse (2018).m4v,/media/daveg/Lib/Movies/Spider-Man- Into the Spider-Verse (2018).m4v
7008872,1,.m4v,H264,468p,23.98,4.30,01:55,Bitmap,TRANSCODE,NO,2020-09-03 21:39,Boy Erased (2018),Boy Erased,2019-05-13,8.0,R,Boy Erased (2018).m4v,/media/daveg/Lib/Movies/Boy Erased (2018).m4v
2080374,1,.m4v,H264,356p,23.98,4.29,02:02,Bitmap,TRANSCODE,NO,2020-10-11 13:40,Steve Jobs (2015),Steve Jobs,2016-04-17,7.5,R,Steve Jobs (2015).m4v,/media/daveg/Lib/Movies/Steve Jobs (2015).m4v
31971,1,.m4v,H264,446p,23.98,4.29,01:36,Bitmap,TRANSCODE,NO,2020-10-09 11:29,Stagecoach (1939),Stagecoach,,9.0,Passed::(National Board of Review),Stagecoach (1939).m4v,/media/daveg/Lib/Movies/Stagecoach (1939).m4v
2638144,1,.m4v,H264,360p,23.98,4.29,02:03,Text,DIRECT,NO,2020-09-01 20:50,Ben-Hur (2016),Ben-Hur,2017-04-23,7.5,PG-13,Ben-Hur (2016).m4v,/media/daveg/Lib/Movies/Ben-Hur (2016).m4v
426931,1,.m4v,H264,360p,23.98,4.29,01:54,Bitmap,TRANSCODE,NO,2020-08-31 06:30,August Rush (2007),August Rush,,8.0,PG,August Rush (2007).m4v,/media/daveg/Lib/Movies/August Rush (2007).m4v
1853728,1,.m4v,H264,354p,23.98,4.29,02:45,Bitmap,TRANSCODE,NO,2020-09-12 16:03,Django Unchained (2012),Django Unchained,,10.0,R,Django Unchained (2012).m4v,/media/daveg/Lib/Movies/Django Unchained (2012).m4v
449059,1,.m4v,H264,360p,23.98,4.29,01:41,Text,DIRECT,NO,2020-09-28 12:14,Little Miss Sunshine (2006),Little Miss Sunshine,,10.0,R,Little Miss Sunshine (2006).m4v,/media/daveg/Lib/Movies/Little Miss Sunshine (2006).m4v
128442,1,.m4v,H264,360p,23.98,4.28,02:01,Text,DIRECT,NO,2020-10-07 04:41,Rounders (1998),Rounders,,8.0,R,Rounders (1998).m4v,/media/daveg/Lib/Movies/Rounders (1998).m4v
66344,1,.m4v,H264,364p,23.98,4.28,01:53,Text,DIRECT,NO,2020-09-09 12:36,Scrooge (1970),Scrooge,,7.5,TV-G,Scrooge (1970).m4v,/media/daveg/Lib/Movies/Christmas/Scrooge (1970).m4v
824747,1,.m4v,H264,354p,23.98,4.28,02:21,Bitmap,TRANSCODE,NO,2020-09-07 15:45,Changeling (2008),Changeling,,8.0,R,Changeling (2008).m4v,/media/daveg/Lib/Movies/Changeling (2008).m4v
1959490,1,.m4v,H264,472p,23.98,4.28,02:18,Text,DIRECT,NO,2020-10-03 15:21,Noah (2014),Noah,,8.0,PG-13,Noah (2014).m4v,/media/daveg/Lib/Movies/Noah (2014).m4v
120791,1,.m4v,H264,358p,47.95,4.28,01:44,Text,DIRECT,NO,2020-09-22 14:22,Practical Magic (1998),Practical Magic,,6.3,TV-14::(DLV),Practical Magic (1998).m4v,/media/daveg/Lib/Movies/Practical Magic (1998).m4v
246772,1,.m4v,H264,480p,23.98,4.28,01:49,Bitmap,TRANSCODE,NO,2020-10-02 10:26,Mostly Martha (2002),Mostly Martha,,8.0,PG,Mostly Martha (2002).m4v,/media/daveg/Lib/Movies/Mostly Martha (2002).m4v
42546,1,.m4v,H264,480p,23.98,4.28,01:44,Bitmap,TRANSCODE,NO,2020-09-19 17:18,Harvey (1950),Harvey,,10.0,Approved,Harvey (1950).m4v,/media/daveg/Lib/Movies/Harvey (1950).m4v
33467,1,.m4v,H264,480p,47.95,4.28,01:59,Text,DIRECT,NO,2021-09-15 14:11,Citizen Kane (1941),Citizen Kane,,8.3,TV-PG::(TV Rating),Citizen Kane (1941).m4v,/media/daveg/Lib/Movies/Citizen Kane (1941).m4v
2702920,1,.m4v,H264,460p,23.98,4.28,01:39,Bitmap,TRANSCODE,NO,2021-06-17 14:00,"Secret Garden, The (2020)",The Secret Garden,2021-08-10,7.0,PG,The Secret Garden (2020).m4v,/media/daveg/Lib/Movies/The Secret Garden (2020).m4v
1821480,1,.m4v,H264,364p,23.98,4.27,02:02,Bitmap,TRANSCODE,NO,2020-09-24 13:41,Kahaani (2012),Kahaani,,8.5,Not Rated,Kahaani (2012).m4v,/media/daveg/Lib/Movies/Kahaani (2012).m4v
86979,1,.m4v,H264,472p,23.98,4.27,01:39,Text,DIRECT,NO,2020-09-03 06:16,Blood Simple (1984),Blood Simple,,8.0,R,Blood Simple (1984).m4v,/media/daveg/Lib/Movies/Blood Simple (1984).m4v
1094925,1,.m4v,H264,360p,23.98,4.26,-,Bitmap,TRANSCODE,NO,2020-09-28 13:50,"Lives of Others, The (2007)",The Lives of Others,,8.0,NR,The Lives of Others (2007).m4v,/media/daveg/Lib/Movies/The Lives of Others (2007).m4v
1259528,1,.m4v,H264,360p,23.98,4.26,02:20,Bitmap,TRANSCODE,NO,2020-09-12 08:02,Den of Thieves (2018),Den of Thieves,2018-08-30,8.0,TV-14::(DLV),Den of Thieves (2018).m4v,/media/daveg/Lib/Movies/Den of Thieves (2018).m4v
59578,1,.m4v,H264,276p,23.98,4.26,02:12,Text,DIRECT,NO,2020-09-17 06:44,For a Few Dollars More (1965),For a Few Dollars More,,8.0,R,For a Few Dollars More (1965).m4v,/media/daveg/Lib/Movies/For a Few Dollars More (1965).m4v
3007512,1,.m4v,H264,364p,23.98,4.26,01:51,Bitmap,TRANSCODE,NO,2020-10-14 12:19,"Water Diviner, The (2014)",The Water Diviner,2016-04-14,7.5,R,The Water Diviner (2014).m4v,/media/daveg/Lib/Movies/The Water Diviner (2014).m4v
340377,1,.m4v,H264,466p,120,4.26,01:29,Text,DIRECT,NO,2020-10-11 15:01,"Station Agent, The (2003)",The Station Agent,,8.0,R,The Station Agent (2003).m4v,/media/daveg/Lib/Movies/The Station Agent (2003).m4v
8335218,1,.m4v,H264,364p,23.98,4.26,00:45,Bitmap,TRANSCODE,NO,2021-08-16 14:36,No Man's Land (2020),No Man's Land,2021-08-24,8.0,PG-13,No Man's Land (2020).m4v,/media/daveg/Lib/Movies/No Man's Land (2020).m4v
2708254,1,.m4v,H264,480p,23.98,4.25,01:40,Bitmap,TRANSCODE,NO,2020-09-28 07:27,Life of a King (2013),Life of a King,,8.0,PG-13,Life of a King (2013).m4v,/media/daveg/Lib/Movies/Life of a King (2013).m4v
1397280,1,.m4v,H264,364p,23.98,4.25,01:32,Text,DIRECT,NO,2020-10-12 04:13,Taken 2 (2012),Taken 2,,7.0,PG-13,Taken 2 (2012).m4v,/media/daveg/Lib/Movies/Taken 2 (2012).m4v
121766,1,.m4v,H264,364p,23.98,4.24,02:20,Text,DIRECT,NO,2020-10-04 06:28,Star Wars: Episode III - Revenge of the Sith (2005),Star Wars: Episode III - Revenge of the Sith,,10.0,TV-14::(LV),Star Wars- Episode III - Revenge of the Sith (2005).m4v,/media/daveg/Lib/Movies/Star Wars- Episode III - Revenge of the Sith (2005).m4v
1100089,1,.m4v,H264,468p,23.98,4.24,02:14,Bitmap,TRANSCODE,NO,2020-09-17 15:20,Foxcatcher (2014),Foxcatcher,2015-05-01,7.5,R,Foxcatcher (2014).m4v,/media/daveg/Lib/Movies/Foxcatcher (2014).m4v
1270798,1,.m4v,H264,368p,23.98,4.23,02:11,Text,DIRECT,NO,2020-10-15 12:55,X-Men: First Class (2011),X-Men: First Class,2014-08-24,7.5,TV-14::(LSV),X-Men- First Class (2011).m4v,/media/daveg/Lib/Movies/X-Men- First Class (2011).m4v
1872181,1,.m4v,H264,360p,23.98,4.23,02:22,Bitmap,TRANSCODE,NO,2020-10-09 04:33,"Amazing Spider-Man 2, The (2014)",The Amazing Spider-Man 2,2020-08-06,7.5,TV-PG,The Amazing Spider-Man 2 (2014).m4v,/media/daveg/Lib/Movies/The Amazing Spider-Man 2 (2014).m4v
3882074,1,.m4v,H264,468p,23.98,4.23,01:27,Bitmap,TRANSCODE,NO,2020-09-13 08:45,"Eagle Huntress, The (2016)",The Eagle Huntress,2017-06-20,7.5,G,The Eagle Huntress (2016).m4v,/media/daveg/Lib/Movies/The Eagle Huntress (2016).m4v
2515030,1,.m4v,H264,368p,23.98,4.23,02:00,Bitmap,TRANSCODE,NO,2020-09-14 14:34,Escobar: Paradise Lost (2014),Escobar: Paradise Lost,2016-01-16,8.0,R,Escobar- Paradise Lost (2014).m4v,/media/daveg/Lib/Movies/Escobar- Paradise Lost (2014).m4v
405159,1,.m4v,H264,362p,47.95,4.23,02:12,Text,DIRECT,NO,2020-10-01 05:50,Million Dollar Baby (2004),Million Dollar Baby,,9.0,"TV-14::(L, V)",Million Dollar Baby (2004).m4v,/media/daveg/Lib/Movies/Million Dollar Baby (2004).m4v
1935179,1,.m4v,H264,364p,23.98,4.23,02:10,Text,DIRECT,NO,2020-10-02 17:13,Mud (2012),Mud,,7.5,PG-13,Mud (2012).m4v,/media/daveg/Lib/Movies/Mud (2012).m4v
113627,1,.m4v,H264,480p,23.98,4.22,01:51,Text,DIRECT,NO,2020-09-27 20:25,Leaving Las Vegas (1995),Leaving Las Vegas,,10.0,R,Leaving Las Vegas (1995).m4v,/media/daveg/Lib/Movies/Leaving Las Vegas (1995).m4v
352248,1,.m4v,H264,362p,120,4.22,02:24,Bitmap,TRANSCODE,NO,2020-09-10 06:07,Cinderella Man (2005),Cinderella Man,,8.0,PG-13,Cinderella Man (2005).m4v,/media/daveg/Lib/Movies/Cinderella Man (2005).m4v
1836808,1,.m4v,H264,368p,23.98,4.22,02:08,Text,DIRECT,NO,2020-09-19 09:30,Great Expectations (2012),Great Expectations,2015-01-31,9.0,PG-13,Great Expectations (2012).m4v,/media/daveg/Lib/Movies/Great Expectations (2012).m4v
473308,1,.m4v,H264,472p,23.98,4.22,01:48,Text,DIRECT,NO,2020-10-14 07:22,Waitress (2007),Waitress,,8.0,PG-13,Waitress (2007).m4v,/media/daveg/Lib/Movies/Waitress (2007).m4v
419279,1,.m4v,H264,480p,23.98,4.21,01:30,Bitmap,TRANSCODE,NO,2020-10-15 14:02,Yesterday (2004),Yesterday,,8.0,R,Yesterday (2004).m4v,/media/daveg/Lib/Movies/Yesterday (2004).m4v
427470,1,.m4v,H264,358p,29.97,4.21,01:39,Text,DIRECT,NO,2020-09-28 18:34,"Lookout, The (2007)",The Lookout,,8.0,R,The Lookout (2007).m4v,/media/daveg/Lib/Movies/The Lookout (2007).m4v
2557276,1,.m4v,H264,480p,23.92,4.21,01:40,Bitmap,TRANSCODE,NO,2020-08-29 05:32,Against the Sun (2014),Against the Sun,2015-08-30,7.5,PG,Against the Sun (2014).m4v,/media/daveg/Lib/Movies/Against the Sun (2014).m4v
3480822,1,.m4v,H264,360p,23.98,4.21,02:14,Text,DIRECT,NO,2021-12-15 12:31,Black Widow (2021),Black Widow,2021-12-20,7.5,PG-13::(certificate#52793),Black Widow (2021).m4v,/media/daveg/Lib/Movies/Black Widow (2021).m4v
5726616,1,.m4v,H264,472p,23.98,4.20,02:12,Bitmap,TRANSCODE,NO,2020-09-06 16:17,Call Me by Your Name (2017),Call Me by Your Name,,8.0,R,Call Me by Your Name (2017).m4v,/media/daveg/Lib/Movies/Call Me by Your Name (2017).m4v
68699,1,.m4v,H264,282p,47.95,4.20,01:45,Bitmap,TRANSCODE,NO,2020-09-20 13:41,High Plains Drifter (1973),High Plains Drifter,,8.0,"TV-14::(LSV, TV Rating.)",High Plains Drifter (1973).m4v,/media/daveg/Lib/Movies/High Plains Drifter (1973).m4v
9620288,1,.m4v,H264,356p,23.98,4.20,02:24,Bitmap,TRANSCODE,NO,2022-03-28 18:20,King Richard (2021),King Richard,2022-04-07,9.0,PG-13,King Richard (2021).m4v,/media/daveg/Lib/Movies/King Richard (2021).m4v
43972,1,.m4v,H264,478p,29.97,4.20,01:39,Bitmap,TRANSCODE,NO,2020-10-06 19:25,"River, The (1951)",The River,,8.0,Approved,The River (1951).m4v,/media/daveg/Lib/Movies/The River (1951).m4v
38787,1,.m4v,H264,480p,23.98,4.20,01:42,Text,DIRECT,NO,2020-10-03 20:20,Notorious (1946),Notorious,,10.0,Not Rated,Notorious (1946).m4v,/media/daveg/Lib/Movies/Notorious (1946).m4v
3501632,1,.m4v,H264,360p,23.98,4.19,02:10,Text,DIRECT,NO,2020-10-12 15:25,Thor: Ragnarok (2017),Thor: Ragnarok,2018-09-16,8.0,PG-13,Thor- Ragnarok (2017).m4v,/media/daveg/Lib/Movies/Thor- Ragnarok (2017).m4v
498380,1,.m4v,H264,362p,47.95,4.19,02:21,Bitmap,TRANSCODE,NO,2020-09-28 08:45,Letters from Iwo Jima (2006),Letters from Iwo Jima,2019-11-16,8.0,R,Letters from Iwo Jima (2006).m4v,/media/daveg/Lib/Movies/Letters from Iwo Jima (2006).m4v
1132620,1,.m4v,H264,368p,23.98,4.19,02:32,Bitmap,TRANSCODE,NO,2020-09-18 17:25,"Girl with the Dragon Tattoo, The (2009)",The Girl with the Dragon Tattoo,2014-8-24,9.0,R,The Girl with the Dragon Tattoo (2009).m4v,/media/daveg/Lib/Movies/The Girl with the Dragon Tattoo (2009).m4v
145681,1,.m4v,H264,364p,23.98,4.18,01:58,Bitmap,TRANSCODE,NO,2020-09-03 13:48,"Bone Collector, The (1999)",The Bone Collector,,8.0,TV-14::(DLV),The Bone Collector (1999).m4v,/media/daveg/Lib/Movies/The Bone Collector (1999).m4v
970179,1,.m4v,H264,478p,23.98,4.18,02:06,Text,DIRECT,NO,2020-09-21 10:03,Hugo (2011),Hugo,,8.0,PG,Hugo (2011).m4v,/media/daveg/Lib/Movies/Hugo (2011).m4v
97441,1,.m4v,H264,470p,120,4.18,02:02,Text,DIRECT,NO,2020-09-18 19:08,Glory (1989),Glory,,8.0,"TV-14::(LV, TV Rating.)",Glory (1989).m4v,/media/daveg/Lib/Movies/Glory (1989).m4v
6320628,1,.m4v,H264,360p,23.98,4.18,02:09,Bitmap,TRANSCODE,NO,2020-10-09 08:42,Spider-Man: Far from Home (2019),Spider-Man: Far from Home,2019-12-28,8.5,TV-14::(TV rating),Spider-Man- Far from Home (2019).m4v,/media/daveg/Lib/Movies/Spider-Man- Far from Home (2019).m4v
44706,1,.m4v,H264,480p,23.98,4.18,01:25,Text,DIRECT,NO,2020-09-20 16:43,High Noon (1952),High Noon,,8.0,Passed::(National Board of Review),High Noon (1952).m4v,/media/daveg/Lib/Movies/High Noon (1952).m4v
45883,1,.m4v,H264,480p,23.98,4.17,01:23,Text,DIRECT,NO,2020-09-20 22:37,Hondo (1953),Hondo,,8.0,Approved,Hondo (1953).m4v,/media/daveg/Lib/Movies/Hondo (1953).m4v
80684,1,.m4v,H264,364p,23.98,4.17,02:04,Text,DIRECT,NO,2020-10-04 08:06,Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode V - The Empire Strikes Back,,10.0,"TV-PG::(LV, TV rating)",Star Wars- Episode V - The Empire Strikes Back (1980).m4v,/media/daveg/Lib/Movies/Star Wars- Episode V - The Empire Strikes Back (1980).m4v
9376612,1,.m4v,H264,360p,23.98,4.16,02:12,Text,DIRECT,NO,2022-08-05 17:37,Shang-Chi and the Legend of the Ten Rings (2021),Shang-Chi and the Legend of the Ten Rings,2022-10-31,7.5,PG-13,Shang-Chi and the Legend of the Ten Rings (2021).m4v,/media/daveg/Lib/Movies/Shang-Chi and the Legend of the Ten Rings (2021).m4v
2209418,1,.m4v,H264,472p,23.98,4.16,01:49,Bitmap,TRANSCODE,NO,2020-09-01 16:16,Before Midnight (2013),Before Midnight,,8.0,R,Before Midnight (2013).m4v,/media/daveg/Lib/Movies/Before Midnight (2013).m4v
1619029,1,.m4v,H264,480p,23.98,4.16,01:40,Text,DIRECT,NO,2020-09-23 07:54,Jackie (2016),Jackie,2017-04-17,6.9,R,Jackie (2016).m4v,/media/daveg/Lib/Movies/Jackie (2016).m4v
55257,1,.m4v,H264,478p,29.97,4.16,02:21,None,-,NO,2020-10-04 15:33,One-Eyed Jacks (1961),One-Eyed Jacks,2015-05-13,10.0,Not Rated,One-Eyed Jacks (1961).m4v,/media/daveg/Lib/Movies/One-Eyed Jacks (1961).m4v
453467,1,.m4v,H264,356p,120,4.16,02:06,Text,DIRECT,NO,2020-09-12 05:50,Deja Vu (2006),Deja Vu,,10.0,PG-13,Deja Vu (2006).m4v,/media/daveg/Lib/Movies/Deja Vu (2006).m4v
100802,1,.m4v,H264,472p,29.97,4.16,01:53,Text,DIRECT,NO,2020-10-12 23:00,Total Recall (1990),Total Recall,,8.0,"TV-14::(DLSV, TV Rating.)",Total Recall (1990).m4v,/media/daveg/Lib/Movies/Total Recall (1990).m4v
1386703,1,.m4v,H264,472p,29.97,4.16,01:58,Text,DIRECT,NO,2020-10-12 23:00,Total Recall (2012),Total Recall,,6.0,PG-13,Total Recall (1990).m4v,/media/daveg/Lib/Movies/Total Recall (1990).m4v
181536,1,.m4v,H264,366p,120,4.15,02:16,Text,DIRECT,NO,2020-09-17 20:07,Finding Forrester (2000),Finding Forrester,,10.0,PG-13,Finding Forrester (2000).m4v,/media/daveg/Lib/Movies/Finding Forrester (2000).m4v
385887,1,.m4v,H264,472p,48,4.15,02:24,Bitmap,TRANSCODE,NO,2020-09-28 19:23,Motherless Brooklyn (2019),Motherless Brooklyn,2020-09-28,8.0,TV-14::(DLSV),Motherless Brooklyn (2019).m4v,/media/daveg/Lib/Movies/Motherless Brooklyn (2019).m4v
6882604,1,.m4v,H264,380p,23.98,4.15,01:49,Text,DIRECT,NO,2021-05-17 11:46,Archive (2020),Archive,2021-06-15,8.5,TV-MA,Archive (2020).m4v,/media/daveg/Lib/Movies/Archive (2020).m4v
800369,1,.m4v,H264,368p,23.98,4.14,01:55,Text,DIRECT,NO,2020-10-12 16:43,Thor (2011),Thor,,7.0,TV-14::(LV),Thor (2011).m4v,/media/daveg/Lib/Movies/Thor (2011).m4v
265666,1,.m4v,H264,356p,120,4.14,01:50,Bitmap,TRANSCODE,NO,2020-10-07 05:57,"Royal Tenenbaums, The (2001)",The Royal Tenenbaums,,8.0,R,The Royal Tenenbaums (2001).m4v,/media/daveg/Lib/Movies/The Royal Tenenbaums (2001).m4v
390022,1,.m4v,H264,362p,120,4.14,01:58,Bitmap,TRANSCODE,NO,2020-09-17 21:58,Friday Night Lights (2004),Friday Night Lights,,8.0,PG-13,Friday Night Lights (2004).m4v,/media/daveg/Lib/Movies/Friday Night Lights (2004).m4v
112769,1,.m4v,H264,480p,47.95,4.14,01:51,Bitmap,TRANSCODE,NO,2021-10-05 20:56,"Cérémonie, La (1995)",La Cérémonie,,7.5,Not Rated,La Ceremonie (1995).m4v,/media/daveg/Lib/Movies/La Ceremonie (1995).m4v
4046784,1,.m4v,H264,360p,23.98,4.14,02:11,Text,DIRECT,NO,2020-09-30 13:48,Maze Runner: The Scorch Trials (2015),Maze Runner: The Scorch Trials,2016-07-15,6.4,PG-13,Maze Runner- The Scorch Trials (2015).m4v,/media/daveg/Lib/Movies/Maze Runner- The Scorch Trials (2015).m4v
45919,1,.m4v,H264,480p,47.95,4.14,01:49,Text,DIRECT,NO,2020-09-22 20:23,Island in the Sky (1953),Island in the Sky,2016-06-30,7.5,Approved,Island in the Sky (1953).m4v,/media/daveg/Lib/Movies/Island in the Sky (1953).m4v
